userId,movieId,rating,timestamp
965,1233,4,975118403
2507,3035,2,974076680
4087,2840,4,965431652
19,457,3,978146863
4118,2804,4,965804599
2907,805,4,971838472
3992,2616,3,965598836
1941,2445,3,1030917230
23,3358,3,978465537
1202,2346,3,974844947
2892,1939,4,972007832
1472,548,3,974768208
3490,574,3,967047503
1542,431,3,974743465
855,663,3,976340491
3367,3289,4,970873357
973,367,2,975861843
5738,3020,4,958417171
1284,1542,2,974839649
4906,2819,4,963476495
5000,1372,4,962591130
4729,1293,5,964217607
4088,762,2,965432533
3949,1304,5,965681579
3968,6,5,965663268
3380,1784,3,967674771
2487,527,4,974143547
2361,2378,2,974379884
1094,527,5,974928343
5499,647,3,959797656
1340,527,5,974783646
484,3176,4,976217120
2565,1270,5,973965737
787,2700,5,975430395
3999,1609,2,965580010
3082,1093,2,969814522
2629,1095,2,973624560
453,3617,2,1008954762
213,2431,5,976900426
866,3623,4,975277151
4092,2133,2,965420645
2060,3107,4,974681598
3939,3811,4,965697328
2794,296,4,972920745
3119,2015,4,969392778
4092,1378,2,965420613
3705,2437,3,966288416
2544,1201,4,978822713
1837,504,4,976025776
295,2194,5,976527176
4637,1089,3,964031291
5271,2405,2,961141284
3277,3263,2,968208140
4647,318,2,963964496
1051,372,3,974960072
5621,25,4,959120036
4274,2058,3,965301572
4213,628,5,965842917
5755,2947,3,958266047
5184,3556,5,961734517
5559,1747,4,959377000
770,3704,2,976183841
1288,2745,4,974794452
2611,111,2,973795591
2620,2410,3,973656689
1209,541,2,974844849
4482,1,5,965018387
893,2231,2,975228469
3716,833,4,966266550
1603,3882,5,974731061
1820,2640,4,974697984
5099,2514,3,962368231
4517,2683,5,964863929
1962,1271,4,975777323
4468,2858,5,965067900
441,2571,5,976241968
5502,3697,3,959798570
5437,3479,3,960000264
1274,733,4,974812743
2529,961,3,974059576
2179,1396,4,974608877
1300,3286,1,974786516
777,1387,3,975955654
5472,1219,1,959890239
1404,3501,3,974766047
3618,1499,3,966598975
3041,2707,4,970536474
2221,426,1,974600047
699,1210,2,986439984
1365,2011,2,974769631
5184,3780,1,961734441
149,157,4,996938996
1465,1485,3,974759653
839,2262,3,980813253
5172,1537,4,977084709
4957,1603,3,962908693
3526,2088,4,966906606
175,1673,5,977111659
2284,1282,4,974527859
5679,2527,5,958618914
3970,3712,5,965661096
3261,1834,3,968252416
1209,3359,5,974844118
1883,2067,2,974876060
4079,2949,5,965442230
807,13,4,975394045
3475,497,5,974773972
4647,176,5,963964655
4952,1265,3,962638892
358,162,3,976317782
3243,1214,5,968339787
139,180,3,977361288
5961,3247,2,957025609
4659,2243,4,963975484
836,3798,5,975360283
3313,1127,3,967953177
2481,903,4,974220418
595,454,5,975898200
4904,1230,5,962684636
1426,353,1,974859886
1922,527,4,975163726
2880,2108,3,989098655
2719,1371,3,973286052
5050,527,4,962491626
1455,28,5,974757597
5643,344,1,959650143
4682,1759,4,976404976
1590,1961,5,976225635
593,3556,2,1002856201
3162,480,3,968858972
5530,1268,4,959996537
1851,1376,3,991449073
2967,2761,4,971128720
5181,2336,5,961787909
4525,1299,4,964808385
5127,541,4,962134398
123,2728,5,977527364
4578,627,4,967047937
5614,1482,4,959191481
1712,2391,4,980388544
150,1957,4,978163424
549,2231,5,976068992
1842,750,5,974697525
639,3366,4,975727988
5389,2428,3,960328460
4362,479,3,965187271
3853,1037,3,965875622
937,2794,4,1021077533
225,3504,5,976832976
5706,1302,5,958530493
4873,3742,5,962789021
5263,3707,4,961187561
3462,2405,4,967402811
4908,2021,3,962684915
3516,1246,4,966966546
3979,1907,5,965628069
3433,2072,4,967416145
4472,2987,3,965065301
3087,1358,5,970016818
2863,1176,3,972501710
3247,2406,4,968303882
5344,3257,4,960680217
5176,3745,4,961860898
4277,3117,5,968564239
2063,2642,3,975743152
3416,1297,5,967411444
1420,3686,3,975347244
5643,227,2,959651180
3389,10,3,967515633
2664,608,4,973459685
1182,1377,2,997154933
100,1208,2,977594963
5831,2889,4,960873449
4830,2354,2,962906283
453,2004,3,976245916
4404,2959,5,965156673
515,1197,4,976203276
963,2558,2,975207324
3044,3263,3,970213710
5100,1947,5,962408349
5378,2720,2,960402296
3894,1104,3,965789182
1043,1227,4,977556672
4089,852,3,965456083
2787,2076,4,972966845
2988,2975,3,974941629
2060,305,1,974684642
1439,2203,4,974757709
411,1081,4,978452717
1147,2967,3,974872527
3654,2924,4,966455852
2620,1552,4,973656367
4736,368,3,963631622
678,2985,4,988637708
1376,3745,3,974768227
1162,1235,4,974864314
2017,21,5,974673839
702,1408,5,975563194
5880,2582,3,957550661
1221,3708,4,974838844
889,3706,2,975248698
3059,1225,5,970072752
5412,1801,3,960241645
2670,1248,4,973539725
5837,1485,3,957843141
3408,2571,4,967421438
936,2772,3,975347194
2934,3615,4,971500107
5716,2124,4,958509887
4889,1247,4,962737103
3829,50,3,965937174
1623,1276,5,975363843
1912,2135,1,994924201
5223,589,3,961529267
5019,1267,4,962583698
3621,442,1,966575283
2120,223,4,977274184
3137,913,4,969052430
5886,1225,4,957488274
1472,3197,2,974768271
1137,1344,5,982912220
3280,2977,1,982261070
3189,1456,1,969869944
5272,2421,1,961131574
5306,332,2,961014624
5930,1079,5,957233327
4012,3743,1,965542609
4016,265,3,965532575
553,3247,4,976061646
5140,1094,3,964875772
2298,2683,4,974498990
5016,469,2,962584709
735,329,3,975694288
958,47,4,975127702
5256,832,4,961273510
5312,1343,4,963367706
550,3676,3,976158000
4508,2060,2,964987318
4414,1784,5,965703092
923,2858,4,975201133
2683,1959,3,980029124
5334,1598,1,960795494
2015,3527,5,974674812
4458,1694,5,965075338
737,1544,2,975477750
4637,1207,5,964030791
5575,468,3,959292853
3513,356,4,967477686
3317,780,4,967932921
3454,1911,3,1016219845
1151,2706,4,974870223
1135,2408,3,974881727
1183,3846,1,974854433
3292,1399,3,968126680
2039,3836,2,974668145
2334,2918,4,974429221
5333,260,4,960829810
4277,2114,4,985509634
3391,433,3,970352011
481,153,4,976218041
3845,3019,4,970445529
3378,2253,1,967823762
4152,3508,5,965342122
4261,1907,4,965305472
5904,2712,4,957380900
1128,2024,3,974904665
4662,3499,4,963869053
1272,1233,5,974815257
2476,3735,4,974150095
65,648,5,977888402
1087,1019,5,974936551
880,799,4,975263314
903,164,3,975211481
1812,2193,5,974852162
5107,367,3,962336267
854,1466,3,975355007
3591,1272,5,966647531
3511,930,4,966975774
5779,3374,2,958161349
3648,2106,3,994800402
1872,866,5,974693706
461,1248,4,976232727
3677,2525,3,966364155
612,25,4,975814417
4798,3527,2,962970531
889,2483,2,975250344
3032,1580,4,970342215
2065,1136,5,974659172
1961,2366,2,974729498
1303,3683,5,974791556
1112,3698,4,974948996
5493,2291,4,959814229
3891,2294,3,965802302
6002,1779,2,960004777
5067,2300,4,962471381
1856,2407,5,974697742
5837,2268,5,958144180
1207,2701,1,974845448
3453,1944,3,967241727
2771,1097,5,973096674
3411,2542,4,967583777
73,1918,3,977867012
4322,1003,4,965387468
1794,1954,5,974703678
5251,1986,1,961342538
3065,3105,5,971048765
199,1054,1,976980748
5813,2702,2,957916891
3557,2541,1,967410514
5273,1104,5,961114379
3196,434,4,971105565
3898,1250,4,965776397
2986,753,3,970810250
2162,1221,4,974616386
5433,2991,2,960425465
1285,2144,4,975458144
2140,593,4,974640951
5831,1882,3,957896068
2484,2423,5,974147256
308,1135,3,976485075
855,215,4,976339609
1648,3037,3,974712988
3075,2791,5,969898063
4957,2529,3,962636738
4974,3364,1,962605834
1606,2987,5,974736422
5880,1945,3,957669849
2583,1291,5,974073929
4058,2005,3,965493581
4102,1992,1,965413142
624,1090,4,975996306
5556,783,4,959443573
1897,2713,2,1037928869
4655,1252,4,963899861
5819,3527,2,957906557
4267,2721,5,965303533
531,2794,4,978729155
3924,3163,2,965712330
3821,50,3,974759789
1922,1376,3,974694513
100,3441,2,977594567
1317,1573,2,974779679
1794,1783,1,974711276
6003,1269,5,956982607
678,1969,3,988638633
5118,2701,2,962298263
5085,1227,5,962397227
2517,2792,2,974070656
3312,1777,5,990953937
4407,1265,5,965155310
1328,1320,3,974995557
